,name,address,plz,ort,rooms,sqm,price,currency,description,gemeinde,latlong,kreis,lat,long,pricesqm
36,ERSTVERMIETUNG nach umfassender Sanierung. Schmucke Kleinwohnung mit Dachterrasse beim Sta...,Glasmalergasse 6,8004.0,Zürich,1.0,16.0,895.0,CHF,"An zentraler und doch ruhiger Lage warten ab 1. November 2017 frisch sanierte Wohnungen auf neue Mieter. Komplett renoviert bieten sie Jung und Alt einen modernen Komfort zu fairen Konditionen. Das 1896 erbaute Haus mit Ladenlokalen im Erdgeschoss und 18 Wohnungen wird zurzeit umfassend saniert und um eine Étage aufgestockt (neue Dachwohnungen).Die Liegenschaft ist ausgezeichnet erschlossen und befindet sich nur wenige Schritte von der Tramhaltestelle Stauffacher entfernt. In unmittelbarer Nähe finden Sie diverse Laden-Geschäfte, Restaurants und Bars vor. Den Hauptbahnhof erreichen Sie in 10 Minuten.Fakten zum Objekt:- Zeitgemässe, funktionale Küche mit Natursteinabdeckung, Kühlschrank und Mikrowelle- Wohn-/Schlafraum mit Parkettboden- Dusche/WC mit Feinsteinzeugplatten, modernen Apparaten in weisser Ausführung und Handtuchradiator- Multimedia-Anschluss und Gegensprechanlage- Abschliessbares Kellerabteil im Untergeschoss- Waschküche mit Waschmaschine und Tumbler- Separater Trockenraum mit Secomat- Allgemein zugängliche Dachterrasse mit 18m²- LiftObjektübersicht: - Nr. 2: 1. OG mitte links - 16m² - MZ inkl. NK Fr. 895.-- Nr. 3: 1. OG mitte rechts - 19m² - MZ inkl. NK Fr. 1'095.-- Nr. 6: 2. OG mitte links - 16m² - MZ inkl. NK Fr. 915.- - Nr. 7: 2. OG mitte rechts - 19m² - MZ inkl. NK Fr. 1'115.-- Nr. 10: 3. OG mitte links - 16m² - MZ inkl. NK Fr. 970.-- Nr. 11: 3. OG mitte rechts - 20m² - MZ inkl. NK Fr. 1'140.-- Nr. 14: 4. OG mitte links - 18m² - MZ inkl. NK Fr. 990.-- Nr. 15: 4. OG mitte rechts - 19m² - MZ inkl. NK Fr. 1'135.-- Aussenabstellplätze optional verfügbarWir freuen uns auf Ihre Kontaktaufnahme. ACHTUNG: Infolge der Sanierung finden KEINE Besichtigungen statt.Die getätigten Angaben dienen lediglich Informationszwecken. Es wird trotz grösster Sorgfalt keine Gewähr für Richtigkeit, Genauigkeit und Vollständigkeit übernommen. Haftungsansprüche werden diesbezüglich abgelehnt.","Zürich, Kreis 4","(47.3744546, 8.5302544)",4,47.3744546, 8.5302544,55.9375
37,Garagenplatz zu vermieten! In der Wässeri 12 in 8047 Zürich!,In der Wässeri 12,8047.0,Zürich,0.0,,130.0,CHF,"In Zürich Albisrieden vermieten wir einen Autoabstellplatz in der Tiefgarage!Für eine Besichtigung melden Sie sich bitte bei Frau Bührer, Tel. 079 603 50 62.","Zürich, Kreis 9","(47.3745098, 8.48605115269845)",9,47.3745098, 8.48605115269845,
38,Motorradparkplatz beim Tiefenbrunnen,Seefeldstrasse 255 a-c,8008.0,Zürich,0.0,,75.0,CHF,"Nach Vereinbarung vermieten wir zwei Motorradplätze (Breite beider Plätze zusammen 2.02 Meter) in einer Garage in unmittelbarer Nähe des Bahnhof Tiefenbrunnens. (Pro Parkplatz CHF 75.00)Unser Claim «Verwaltung. Verkauf. Vertrauen.» bringt zum Ausdruck, was wir tun und wo unser teuerstes Gut liegt: das Vertrauen von zufriedenen Kunden. Ihr kompetenter Partner für Immobilien, Barrier Immobilien AG. Seit über 40 Jahren erfolgreicher Immobiliendienstleister mit Sitz in Zürich und Aarau.","Zürich, Kreis 8",,8,,,
40,Diverse Parkplätze an der Überlandstrasse 339/341 in 8051 Zürich zu vermieten,Überlandstrasse 339/341,8051.0,Zürich,0.0,,80.0,CHF,Wir vermieten per sofort oder nach Vereinbarung an der Überlandstrasse 339/341 in 8051 Zürich diverse Aussenparkplätze für CHF 80.00/Monat. Für externe Mieter wird zusätzlich noch die Mehrwertsteuer von 8% erhoben. Interessiert? Dann rufen Sie Frau Grob an.,"Zürich, Kreis 12","(47.2910403, 8.8430755)",1,47.2910403, 8.8430755,
41,Kompaktes Studio mit Bad,Spiegelhofstrasse 52,8032.0,Zürich,1.5,35.0,500.0,CHF,"An der Spiegelhofstrasse 52 in Zürich vermieten wir per 01. Juli 2017 dieses 1 1/2-Zimmer-Studio an super Lage.Eine kleine Kochnische sowie ein Badezimmer mit Toilette ist vorhanden.Das Studio kann als Wohnung, Atelier oder auch als Lagerraum genutzt werden. Das Studio wird leer, sprich ohne Möbel (Bett, Schränke, etc.) vermietet.ACHTUNG; Aufgrund Sanierungsarbeiten wird das Mietverhältnis befristet bis zum 31. Dezember 2017.Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihre Kontaktaufnahme per Mail. Eine Besichtigung lohnt sich!","Zürich, Kreis 7","(47.3735038, 8.559885164)",7,47.3735038, 8.559885164,14.285714285714286
42,Parkplatz im Freien,Grünaustrasse 5,8064.0,Zürich,0.0,,80.0,CHF,Per sofort oder nach Vereinbarung vermieten wir einen Aussenparkplatz für CHF 80.-- monatlich.Bei Interesse bitte melden bei:Schaufelberger Immobilien AGTel: 044 405 64 06sigrist@schaufelberger.com,"Zürich, Kreis 9","(47.3948008, 8.48855382851997)",9,47.3948008, 8.48855382851997,
43,Aussenparkplatz in Witikon zu vermieten!,Witikonerstrasse 337,8053.0,Zürich,0.0,67.0,90.0,CHF,Wir vermieten per sofort oder nach Vereinbarung einen Parkplatz im Freien à CHF 90.00 monatlich.Haben wir Ihr Interesse geweckt? Zögern Sie nicht uns anzurufen. Wir freuen uns auf Ihre Kontaktaufnahme!,"Zürich, Kreis 7","(47.3586221, 8.58878955474747)",7,47.3586221, 8.58878955474747,1.3432835820895523
44,Parkplatz zu vermieten in Zürich-Wollishofen,Heinrich Federer-Str. 32,8038.0,Zürich,0.0,,90.0,CHF,"Wir vermieten per Mitte Mai 2017 einen Aussenparkplatz an der Heinrich- Federer- Strasse 32 in Zürich-Wollishofen. Falls Sie Interesse an diesem Parkplatz haben, bitten wir Sie, sich über das Kontaktformular zu melden.","Zürich, Kreis 2","(47.3356909, 8.53094307647396)",2,47.3356909, 8.53094307647396,
45,Aussen-Abstellplätze zu vermieten,Käferholzstrasse 167,8046.0,Zürich,0.0,,75.0,CHF,Wir vermieten per sofort oder nach Vereinbarung ungedeckte Aussen-Abstellplätze.Monatlicher Mietzins CHF 75.00 (exkl. 8% MWST).,"Zürich, Kreis 11","(47.40726525, 8.52609725)",1,47.40726525, 8.52609725,
46,Motorradplatz in Tiefgarage,"Tiefgarage, Turbinenstrasse",8005.0,Zürich,0.0,366.0,95.0,CHF,In der Tiefgarage an der Turbinenstrasse 22-32 in 8005 Zürich vermieten wir Einstellplätze für CHF 95.00 zzgl. MWST.Wir freuen uns auf Ihre Anfrage.,"Zürich, Kreis 5","(47.3814109, 8.51247673064173)",5,47.3814109, 8.51247673064173,0.25956284153005466
47,Parkiermöglichkeit beim Schwamedingerplatz,Stettbachweg 2,8051.0,Zürich,0.0,,100.0,CHF,"Wir vermieten Autoeinstellplätze an der Winterthurerstrasse 524 / Stettbachweg 2, 8051 Zürich. Verfügbar nach Vereinbarung. Mietzins monatlich: CHF 100.00 / exkl. 8 % MwStSind Sie interessiert? Betreffend einer Besichtigung rufen Sie bitte unseren Hauswart an, Herrn Giorgio, Tel. 044 321 64 66.","Zürich, Kreis 12","(47.4038397, 8.5730023)",1,47.4038397, 8.5730023,
48,Schützen Sie Motorrad mit einem sicheren Motorradplatz,Käferholzstrasse,8057.0,Zürich,0.0,,90.0,CHF,In der Überbauung Guggach an der Käferholzstrasse in Zürich vermieten wir per sofort folgende Objekte:2 x Motorradabstellplatz à CHF 90.00/Mt.Bei Interesse können Sie uns gerne das Anmeldeformular ausgefüllt zustellen.Eine Besichtigung bieten wir für diese Objekte nicht an.,"Zürich, Kreis 6","(47.4046856, 8.5298095)",6,47.4046856, 8.5298095,
50,modern möbliertes Studio an Einzelperson,Viktoriastr.,8050.0,Zürich,1.0,24.0,920.0,CHF,"modern möbliertes Studio (24qm) an Einzelperson, mindestens 6 Monate, alles vorhanden was man braucht, eigene Dusche/Wc, Kochnische im Studio, Balkon, keine Haustiere, Parkplatz eventuell....      Noch Fragen? Wir freune uns auf Ihren Anruf: 044 218 14 24 oder mail.  Wir haben noch mehrere möblierte Wohnungen oder zimmer in Zürich und im ganzen Kanton,in jeder Grösse und Preislage...","Zürich, Kreis 11","(47.4041927, 8.55069)",1,47.4041927, 8.55069,38.333333333333336
51,Möbliertes Zimmer in Zürich Seebach - Furnished room in Zürich Seebach,Schaffhauserstrasse 550,8052.0,Zürich,1.0,15.0,1050.0,CHF,"sofortiger Einzug möglich!Konditionen:Mietvertrag: CHF 1050 + einmalige Kaution CHF 2‘000+ einmalige Endreinigung CHF 150, Kündigungsfrist: 3 Monate (Doppelzimmer nur CHF 50 mehr)1 Monat Mietdauer: CHF 1150+ einmalige Endreinigung CHF 150 2- 3 Monate Mietdauer: CHF 1100+ einmalige Endreinigung CHF 150(Doppeltzimmer nur CHF 100 mehr)Anmeldung: Online Anmeldung auf www.primestay.ch oder via Kontaktformular von hier Kontakt:Primestay Schweiz AG, zuerich@primestay.ch, +41 44 495 70 95, +41 79 800 70 95 Besichtigungstermine: Bitte vermerken Sie in Ihrer Anfrage einen Terminvorschlag, falls Sie gerne unser Primestay besichtigen möchten. Wir sind unter der Woche von 8.00 - 12.00 Uhr & von 13.00 - 17.00 Uhr verfügbar. Terminanfragen ausserhalb dieser Zeiten nur nach spezieller Vereinbarung.-Top-Lage mit direkter ÖV-Anbindung (Flughafen / Hauptbahnhof) -Zimmergrösse: 15 qm, Bettgrösse: 90/120 x 200 cm, ruhige & angenehme Atmosphäre mit Sicherheitsdienst in der Nacht-Zimmeraustattung: Bett- und Bettwäsche, Frotteewäsche, WLAN in Allgemeinräumen, LAN im Zimmer, Flat Screen TV, Kühlschrank, Wandschrank, Arbeitstisch und Bürostuhl-Küchen, Terasse, Duschen & Toiletten in Gemeinschaftsnutzung. Die Duschen & Toiletten sind auf jedem Stockwerk nach m /w unterteilt-In jeder Küche sind abschliessbare Boxen für die Küchenutensilien der Mieter (für befristete Mieter kostenpflichtig)-Waschmaschinen & Tumbler (mit aufladbarer Chipkarte), Bügeleisen & Staubsauger kostenlos vorhanden - -Parkplatz kann tzusätzlich gemietet werden-Wir reinigen jeden Tag alle Allgemeinräume**********************************************************************************instant move-in possible!conditions:rental contract: CHF 1050+ deposit CHF 2‘000+ one-time end cleaning CHF 150, period of notice: 3 months (doubleroom only CHF 50 more)1 month stay: CHF 1150+ one-time end cleaning CHF 150 2- 3 month stay: CHF 1100+ one-time end cleaning CHF 150(double room only CHF 100 more)Application: Online application on www.primestay.ch or via contact form from here Contact: Primestay Schweiz AG, zuerich@primestay.ch, +41 44 495 70 95, +41 79 800 70 95 Viewing:Please leave in the note a suggest when we could meet each other. We are there for you from 8 - 12 a.m. and from 1 - 5 p.m. Off-peak-hours-meetings just after special agreement.-Top-Location with direct connection (airport / main train station of Zürich)-Environment provides fitness club, shopping center & public swimming baths -Room size: 15 qm, bed size: 90/120 x 200 cm, quiet & cosy atmosphere with security service in the night-Room settings: bed and bed liners, towels, WIFI in shared rooms, LAN in the rooms, Flat Screen TV, fridge, wardrobe, work table and office seat-Kitchen, terrace, showers & toilets in shared using. Showers & toilets are separated for m / w-It has in every kitchen some boxes for the kitchen stuff for each tenant (monthly for renting)-Wash machines & dryers (with chip-card), iron & vacuum cleaner are free available-parking place for renting-we clean every day all shared rooms","Zürich, Kreis 11","(47.4242404, 8.5534289)",1,47.4242404, 8.5534289,70.0
52,168 m² Lager in der Tramont Halle,Eduard-Imhof-Strasse 8,8050.0,Zürich,0.0,168.0,80.0,CHF,"Grosszügiger Lagerraum in Zürich Oerlikon zu vermieten, per sofort oder nach Vereinbarung Für einen Besichtigungstermin melden Sie sich bitte direkt bei Frau Ribarski, Wincasa AG unter 044 277 67 97.","Zürich, Kreis 11","(47.4143577, 8.5333431)",1,47.4143577, 8.5333431,0.47619047619047616
53,Helle Neu Sanierte Wohnung in Seebach,Seebacherstrasse 36,8052.0,Zürich,2.5,75.0,2280.0,CHF,In neu saniertem Mehrfamilienhaus vermieten wir per sofort eine wunderschöne neu sanierte Wohnung. Hinter dem Haus befindet sich zur Mitnutzung ein Gartensitzplatz mit Grill. Jedem Mieter steht zusätzlich die Nutzung des hauseigenen Fitnessraum zur Verfügung. Bei Vertragsabschluss bis Ende Juni ist die erste Monatsmiete geschenkt!,"Zürich, Kreis 11","(47.4221158, 8.54535116740413)",1,47.4221158, 8.54535116740413,30.4
54,In Oerlikon,Gujerstrasse 2,8050.0,Zürich,1.0,,950.0,CHF,"Wir suchen per 1. August 2017 einen neuen Mieter für diese zentral gelegene Wohnung im 4. Obergeschoss direkt beim Center Eleven in Oerlikon. Die Wohnung ist wie folgt ausgestattet:- abgeschlossene Küche mit Glaskeramik-Kochfeld- Bad / WC- Korridor- abgeschlossenes Schlafzimmer mit Laminatboden- KellerabteilHaben wir Ihr Interesse geweckt oder möchten Sie Ihr neues Zuhause besichtigen, dann zögern Sie nicht, mit uns Kontakt aufzunehmen.","Zürich, Kreis 11","(47.4156329, 8.5451906)",1,47.4156329, 8.5451906,
56,Wir feiern Weihnachten im Sommer - wohnen Sie bis zu 4 Monate gratis!,Freiestrasse 216,8032.0,Zürich,4.5,128.0,4095.0,CHF,"Per sofort oder nach Vereinbarung vermieten wir diese wunderschöne Wohnung in einer gepflegten Liegenschaft an verkehrsgünstiger Lage, die im Jahr 2012 mit viel Feingefühl komplett renoviert wurde. Die praktischen Grundrisse und die edlen Fischgrat-Parkettböden blieben trotz der Sanierung erhalten und es wurde darauf geachtet, Alt und Neu harmonisch zu kombinieren. Dieses Schmuckstück überzeugt nebst dem einmaligen Turmzimmer unter anderem mit folgenden Annehmlichkeiten:- heimeliges Wohn-/Esszimmer mit Ausgang zum Balkon- spezielles Turmzimmer mit einem ""Rundumblick""- Wendeltreppe ins Turmzimmer- Zimmer mit geöltem Eichenparkettboden- moderne Küche mit Glaskeramikherd- mit Geschirrspüler und Wandabzug- Kühlschrank mit separatem Tiefkühler- grosses Entrée mit vielen Schränken/Stauraum- stilvolles Bad mit Fenster- Spiegelschrank beim Lavabo- separates WC mit Lavabo- nützliches Reduit mit Sichtbalken und Waschmaschine/Tumbler- sonniger Balkon- Estrich- und KellerabteilDie genaue Raumaufteilung können Sie dem als PDF angefügten Grundrissplan entnehmen. Unter dem folgenden Link finden Sie noch einen virtuellen Rundgang durch dieses Liebhaberobjekt:https://www.360magictour.com/projects/?project=37030514-fc56-4fd6-ac8b-eeb69234fe31In Gehdistanz erreichen Sie die Tramhaltestelle ""Hedwigsteig"", von wo aus Sie innert Kürze mit der Linie 11 zum Bahnhof Stadelhofen mit sehr guten S-Bahn-Verbindungen in alle Richtungen gelangen.Des Weiteren befinden sich Einkaufsmöglichkeiten und zahlreiche Dienstleister in der näheren Umgebung. Diese sind entweder zu Fuss oder mit den öffentlichen Verkehrsmitteln gut erreichbar.Überzeugen Sie sich selbst von dieser tollen Turmwohnung. Hier finden Sie die gesuchte Erholung und das pulsierende Stadtleben sehr nah beieinander. Eine Besichtigung lohnt sich.Zu guter Letzt ist noch zu sagen, dass sowohl ein Vertragsabschluss als auch Ihre Treue belohnt wird. Denn wenn Sie zeitnah einen Vertrag für diese Wohnung abschliessen, wird Ihnen zum Einzug sowie in den ersten 3 Mietjahren zu Weihnachten je einen Mietzins geschenkt. Bitte beachten Sie, dass die Heiz-/Betriebskosten-Akontozahlungen bereits ab dem Mietbeginn geschuldet sind, das heisst auch während den Gratismonaten. Die Mindestmietdauer für dieses Angebot beträgt ein Jahr.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann zögern Sie nicht und kontaktieren Sie uns noch heute für die Vereinbarung eines Besichtigungstermins.Wir freuen uns auf Sie!                        
                                    Zusatzinformationen im Web","Zürich, Kreis 7","(47.3605152, 8.56644006872912)",7,47.3605152, 8.56644006872912,31.9921875
57,Lagerraum / Büroraum zu vermieten,Feldblumenweg 39,8048.0,Zürich,0.0,46.0,118.0,CHF,Per 1. August 2017 vermieten wir einen Lagerraum mit 46 m2 am Feldblumenweg 39 in 8048 Zürich. Der Lagerraum verfügt über ein Fenster und kann ebenfalls als Büro genutzt werden. Im Untergeschoss befindet sich zudem eine Toilette mit Lavabo zur Benützung.Bitte vereinbaren Sie direkt mit dem aktuellen Mieter einen Besichtigungstermin.Wir freuen uns auf Ihre Kontaktaufnahme.,"Zürich, Kreis 9","(47.3812634, 8.484888)",9,47.3812634, 8.484888,2.5652173913043477
60,"Stadtwohnung beim Sihl-City, nah zum Grünbereicht Allmend Brunau",Giesshübelstrasse 12,8045.0,Zürich,3.5,,2590.0,CHF,"Schöne und attraktive Stadtwohnung beim Sihl-City, mit Balkon, Keller und Estrich. Wohn- und Schlafräume 25 / 19,5 und 16,5 m2, Parkettböden, Küche zeitgemäss, Lift! Mit SZU 7 Min. zum HB, mit Tram 4 Stationen zum Paradeplatz. Zur Allmend Brunau 4 Min. zu Fuss.","Zürich, Kreis 3","(47.35937905, 8.52203745627969)",3,47.35937905, 8.52203745627969,
61,Aussenparkplatz auf dem Emil-Steiner Areal,PP Talwiesenstrasse 17,8045.0,Zürich,0.0,,80.0,CHF,"Per 1. Juli 2017 vermieten wir einen Aussen-Parkplatz auf dem Emil Steiner-AG Areal an der Talwiesenstrasse 17, 8045 Zürich für CHF 80.00 / Monat. Keine Mindestmietdauer 1 Monat Kündigungsfrist per Ende jeden MonatsDer Parkplatz Nr. 111 kann jederzeit ohne Voranmeldung an der Talwiesenstrasse 17 besichtigt werden. Er befindet sich auf dem Kiesplatz hinter der Werkhalle Emil Steiner AG.Bei Interesse freuen wir uns auf Ihre Anmeldung.","Zürich, Kreis 3",,3,,,
62,Zentral Wohnen in Züri West!,Badenerstrasse 595,8048.0,Zürich,2.5,85.0,2590.0,CHF,"Helle grosszügige 2.5 Zimmer Design-Loftwohnung, trendig möbliert. Raumhöhe über 3m, Boden helles Schiffsparkett in weisser Eiche mit Bodenheizung.   Grosse Küche mit Induktionsherd, Geschirrspüler und Backofen. Bad im Hotelstil mit Waschtisch, Badewanne und Toilette. Das ganze Gebäude ist rollstuhlgängig.  Zentral gelegen im trendigen Züri-West. Durch aufwändige Schallschutzmasnahmen ist diese Wohnung extrem ruhig.  Einziehen und geniessen ohne Stress: Die Wohnung wurde komplett neu möbliert. Die Mindestmietdauer beträgt 6 Monate.","Zürich, Kreis 9","(47.3853142, 8.4939382)",9,47.3853142, 8.4939382,30.470588235294116
63,Lagerraum nahe Bahnhof Oerlikon,Kügeliloostrasse 36,8050.0,Zürich,0.0,9.0,120.0,CHF,"Wir vermieten per sofort oder nach Vereinbarung:- 1x Bastelraum, ca 9.00 m2 - à CHF 90.00 pro MonatWir freuen uns auf Ihre Kontaktaufnahme","Zürich, Kreis 11","(47.4123771, 8.5293848)",1,47.4123771, 8.5293848,13.333333333333334
65,Europaallee direkt beim HB / Erstbezug / Garagenplatz,Lagerstrasse 1,8004.0,Zürich,2.5,,3500.0,CHF,"Diese helle, komplett neue 2.5-Zimmerwohnung besticht durch die hohen Räume und ihre flexible Grundrissgestaltung. Sie bietet Ihnen eine optimale, zentrale Lage am Anfang der Europaallee direkt am Hauptbahnhof. Die Wohnung befindet sich im 1. Obergeschoss und ist bequem mit dem Lift erreichbar. Im Weiteren bietet sie folgende Annehmlichkeiten: grosse Schlafzimmer  neue Parkettböden, Plattenböden in WC/Dusche offenes Ess- und Wohnzimmer (mit Schiebetüre abschliessbar) Neue sowie grosszügige Wohnküche zwei Nasszellen mit eigenem Waschturm grosser Estrich (85m2, im Mietzins inbegriffen)Der Mietzins setzt sich wie folgt zusammen:Nettomiete CHF 3'500.00zzgl. Nebenkostenzzgl. ParkplatzDürfen wir Sie auf eine Wohnungstour einladen? Dann freuen wir uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 4","(47.3764764, 8.5343513)",4,47.3764764, 8.5343513,
66,Büro / Ausstellung,Überlandstrasse 362,8051.0,Zürich,0.0,144.0,150.0,CHF,"An zentraler Lage (Autobahn, Flughafen, ÖV in unmittelbarer Nähe) vermieten wir per sofort oder nach Vereinbarung diverse Ausstellungs- und Büroräume. Aussenparkplätze sowie Autounterstände können dazu gemietet werden.Die bereits unterteilten Räume erlauben zahlreiche Nutzungsmöglichkeiten. Das Objekt eignet sich hervorragend für Ausstellungsräume, Büro oder Gewerberäume. WC- Anlagen gehören zur vermietbaren Fläche. Auf Wunsch können die Räume möbliert gemietet werden (Tische, Stühle und Lampen).Vereinbaren Sie noch heute einen unverbindlichen Besichtigungstermin.Für nähere Informationen zu diesem Objekt stehen wir Ihnen gerne zur Verfügung.Wir freuen uns auf Ihren Anruf. Kontaktdaten Atmoshaus AGT 041 545 80 10*","Zürich, Kreis 12","(47.4070564, 8.58318420918271)",1,47.4070564, 8.58318420918271,1.0416666666666667
67,"***** möbl. SUPER - STUDIOS, Kreis 10/6, 10.Min von CITY, UNI und ETH,",Rotbuchstrasse 27,8037.0,Zürich,1.0,18.0,940.0,CHF,"""BITTE BEANTWORTEN SIE DIE FRAGEN IM INSERAT !"" ""PLEASE ANSWER THE QUESTIONS IN OUR ADD !""  ***** ab 15. Juli 2017 oder spätestens 1. August 2017 ! *****  ""1"" MÖBLIERTES STUDIO für Damen und Herren! 1x wunderschönes, ruhiges und sonniges möbliertes Studio im 2 Stock ca. 18 m2 hinten raus in den Garten mit einem Fenster à CHF 940.-- inkl. mit Küchen- und Bademitbenützung mit nur 3 anderen sehr, netten berufstätigen Mitbewohnern. Inklusive wöchentlichem Reinigungsservice der gemeinsam benützen Wohnteile wie Korridor, Küche und Bad. Parkplatz vorhanden à CHF 120.-- mtl. Minimum Mietdauer 4 Monate oder länger. Nur an solvente, berufstätige ruhige Einzelpersonen mit entsprechenden Referenzen. Depot ab CHF 1'000.--. BITTE GEBEN SIE uns folgende INFOS: Please answer the questions: 1) Per wann suchen Sie ein Studio ? When do you like to start the rent ? 2) Für wie lange beabsichtigen Sie dieses voraussichtlich anzumieten ? How long do you like to rent the studio ? 3) Warum Sie ein Studio suchen? Why do you like to rent a studio ? 4)Für wie viele Personen suchen Sie ein Studio? How many persons ? 4) B E R U F ? P R O F E S S I O N ? 5) Was und wo genau arbeiten Sie ? Where do you work and what are you working there ? 6) Nationalität ? Nationality ? 7) Woher kommen Sie und warum suchen Sie Studio ? Where are you from and why do you like to rent a studio ? Beschreibung: Ruhige, sonnige, möblierte Studios, Ahorn Laminat Parkettboden im ganzen Haus. Teilweise mit Balkon, hintenraus in den Garten. Bei Bedarf kann ein Parkplatz im Freien à CHF 120.- mtl. dazu gemietet werden. Inklusive wöchentlichem Reinigungsservice der gemeinsam benützen Wohnteile. Alle Studios verfügen über TV und Telefonanschluss via dem man insInternet gehen kann ist nicht inbegriffen. Komplett möbliert bis auf die Bettwäsche. Waschmaschine und Tumbler im Hause. Nur an Einzelpersonen mit fester Anstellung. Minimum Mietdauer 4 Monate oder länger. Depot ab CHF 1'000.- Weitere Infos: Zustand: neuwertig Gasherd, Zentralheizung (Öl) Warmwasser Durchlauferhitzer Einkaufsmöglichkeiten / Bank / Post etc.: ca. 100 m Haltestellen: Rotbuchstrasse, Bus 32+33 Weitere Haltestellen: Schaffhauserplatz: Tram 7, 11, 14, 15 Bahnhof Wipkingen 498 m, S-Bahn: S2, S8, S14 Siehe: map.search.ch","Zürich, Kreis 10","(47.3911555, 8.5356119)",1,47.3911555, 8.5356119,52.22222222222222
70,"Räumlichkeiten zur Umnutzung für Büro, Laden, Kinderhort udgl.",Limmattalstrasse 88,8049.0,Zürich,0.0,120.0,4400.0,CHF,"Für die Umnutzung von grosszügigem Gewerberaum ( aktuelle Infrastruktur eines Restaurants) suchen wir per sofort oder nach Vereinbarung einen Mieter, welcher daraus gerne ein Büro oder Ladenlokal ,denkbar auch als Kinderhort machen möchten.  Das Mietobjekt befindet sich an einer Hauptstrasse und bietet Besucherparkplätze direkt von dem Haus.  Die Tramhaltestelle ist bequem in 5 min erreichbar.  Da sich die Räumlichkeiten in einem Wohnhaus befinden sollten darin keine lärmverurachenden Produktionen stattfinden.  Haben Sie Interesse ? Dann zögern Sie nicht uns zu kontaktieren!","Zürich, Kreis 10","(47.3980828, 8.5070393)",1,47.3980828, 8.5070393,36.666666666666664
71,Büroräume ab 30 m2,Überlandstrasse 360,8051.0,Zürich,0.0,90.0,150.0,CHF,"An zentraler Lage (Autobahn, Flughafen, ÖV in unmittelbarer Nähe) vermieten wir per sofort oder nach Vereinbarung diverse Büroräume. Aussenparkplätze sowie Autounterstände können dazu gemietet werden.Die bereits unterteilten Räume ab 30 m2 erlauben zahlreiche Nutzungsmöglichkeiten. Eine Zentrale Lüftungs- und Klimaanlage sorgt für ein optimales Klima in den Sommermonaten. Auf jedem Geschoss befinden sich WC- Anlagen. Auf Wunsch können die Räume möbliert gemietet werden (Tische, Stühle und Lampen).Vereinbaren Sie noch heute einen unverbindlichen Besichtigungstermin.Für nähere Informationen zu diesem Objekt stehen wir Ihnen gerne zur Verfügung.Wir freuen uns auf Ihren Anruf.Atmoshaus AGT 041 545 80 10*","Zürich, Kreis 12","(47.40757625, 8.58313300154865)",1,47.40757625, 8.58313300154865,1.6666666666666667
73,Schulungs- und/oder Büroräume,Förrlibuckstrasse 60/62,8005.0,Zürich,0.0,883.0,150.0,CHF,Ca. 883 m² Fläche im 5. Obergeschoss  Für Schulungsräume geeignet  Mieterausbau vorhanden  Unterteilt in diverse Räume  Personen- und Warenaufzüge  Verpflegungsmöglichkeit im Hause oder in unmittelbarer Nähe  Gute Anbindungen an den öffentlichen und privaten Verkehr,"Zürich, Kreis 5","(47.3912663, 8.5157944)",5,47.3912663, 8.5157944,0.16987542468856173
74,Büroräumlichkeiten im Rohbau an perfekt erschlossener Lage,Hohlstrasse 534,8048.0,Zürich,0.0,682.0,140.0,CHF,Per sofort oder nach Vereinbarung vermieten wir:682 m2 im RohbauDie Flächen befinden sich im Rohbau und können dadurch genau nach Ihren Vorstellungen ausgebaut und unterteilt werden. Es befinden sich eine Küche und WC-Anlagen in den Mietflächen. Ein Personen- und ein Warenlift ist vorhanden.Unmittelbar vor dem Haus befindet sich eine Bushaltestelle. Der Bahnhof Altstetten ist in wenigen Gehminuten erreichbar. Auch ein Autobahnanschluss ist vorhanden. Damit ist die Liegenschaft perfekt erschlossen.Kosten: CHF 140.00 / m2 / Jahr nettoEs können Parkplätze dazugemietet werden.Wir haben weitere Räumlichkeiten in dieser Liegenschaft und den Nachbarliegenschaften zu vermieten. Sie finden eine Dokumentation im Anhang dieses Inserates.Haben wir Ihr Interesse geweckt? Gerne vereinbaren wir einen Besichtigungstermin.,"Zürich, Kreis 9","(47.3899536, 8.4926871)",9,47.3899536, 8.4926871,0.20527859237536658
75,Büro an attraktiver Lage in der Innenstadt zu vermieten,Uraniastrasse 28,8001.0,Zürich,0.0,112.0,5880.0,CHF,"Ab sofort haben wir ein Büro an attraktiver Lage in der Innenstadt zu vermieten. Die Miete ist befristet bis 31. März 2018. Zögern Sie nicht, uns bei Fragen zu kontaktieren. Sehr gerne können Sie die Räumlichkeiten auch besichtigen.","Zürich, Kreis 1","(47.3736518, 8.53564341855107)",1,47.3736518, 8.53564341855107,52.5
